5.974499089253185735e-01,8.101045296167243004e-01,0.000000000000000000e+00
5.974499089253185735e-01,8.101045296167243004e-01,5.000000000000000971e-03
5.974499089253185735e-01,8.101045296167243004e-01,1.000000000000000194e-02
5.974499089253185735e-01,8.101045296167243004e-01,1.500000000000000291e-02
5.974499089253185735e-01,8.101045296167243004e-01,2.000000000000000389e-02
5.974499089253185735e-01,8.101045296167243004e-01,2.500000000000000139e-02
5.974499089253185735e-01,8.101045296167243004e-01,3.000000000000000583e-02
5.974499089253185735e-01,8.101045296167243004e-01,3.500000000000000333e-02
5.974499089253185735e-01,8.101045296167243004e-01,4.000000000000000777e-02
5.974499089253185735e-01,8.101045296167243004e-01,4.500000000000000527e-02
5.974499089253185735e-01,8.101045296167243004e-01,5.000000000000000278e-02
5.974499089253185735e-01,8.101045296167243004e-01,5.500000000000000722e-02
5.974499089253185735e-01,8.101045296167243004e-01,6.000000000000001166e-02
5.974499089253185735e-01,8.101045296167243004e-01,6.500000000000000222e-02
5.974499089253185735e-01,8.101045296167243004e-01,7.000000000000000666e-02
5.974547260465802312e-01,8.101045231017709458e-01,0.000000000000000000e+00
5.974547260465802312e-01,8.101045231017709458e-01,5.000000000000000971e-03
5.974547260465802312e-01,8.101045231017709458e-01,1.000000000000000194e-02
5.974547260465802312e-01,8.101045231017709458e-01,1.500000000000000291e-02
5.974547260465802312e-01,8.101045231017709458e-01,2.000000000000000389e-02
5.974547260465802312e-01,8.101045231017709458e-01,2.500000000000000139e-02
5.974547260465802312e-01,8.101045231017709458e-01,3.000000000000000583e-02
5.974547260465802312e-01,8.101045231017709458e-01,3.500000000000000333e-02
5.974547260465802312e-01,8.101045231017709458e-01,4.000000000000000777e-02
5.974547260465802312e-01,8.101045231017709458e-01,4.500000000000000527e-02
5.974547260465802312e-01,8.101045231017709458e-01,5.000000000000000278e-02
5.974547260465802312e-01,8.101045231017709458e-01,5.500000000000000722e-02
5.974547260465802312e-01,8.101045231017709458e-01,6.000000000000001166e-02
5.974547260465802312e-01,8.101045231017709458e-01,6.500000000000000222e-02
5.974547260465802312e-01,8.101045231017709458e-01,7.000000000000000666e-02
5.973694121251805766e-01,8.101046384852521598e-01,0.000000000000000000e+00
5.973694121251805766e-01,8.101046384852521598e-01,5.000000000000000971e-03
5.973694121251805766e-01,8.101046384852521598e-01,1.000000000000000194e-02
5.973694121251805766e-01,8.101046384852521598e-01,1.500000000000000291e-02
5.973694121251805766e-01,8.101046384852521598e-01,2.000000000000000389e-02
5.973694121251805766e-01,8.101046384852521598e-01,2.500000000000000139e-02
5.973694121251805766e-01,8.101046384852521598e-01,3.000000000000000583e-02
5.973694121251805766e-01,8.101046384852521598e-01,3.500000000000000333e-02
5.973694121251805766e-01,8.101046384852521598e-01,4.000000000000000777e-02
5.973694121251805766e-01,8.101046384852521598e-01,4.500000000000000527e-02
5.973694121251805766e-01,8.101046384852521598e-01,5.000000000000000278e-02
5.973694121251805766e-01,8.101046384852521598e-01,5.500000000000000722e-02
5.973694121251805766e-01,8.101046384852521598e-01,6.000000000000001166e-02
5.973694121251805766e-01,8.101046384852521598e-01,6.500000000000000222e-02
5.973694121251805766e-01,8.101046384852521598e-01,7.000000000000000666e-02
5.973775662205866865e-01,8.101046211779844297e-01,0.000000000000000000e+00
5.973775662205866865e-01,8.101046211779844297e-01,5.000000000000000971e-03
5.973775662205866865e-01,8.101046211779844297e-01,1.000000000000000194e-02
5.973775662205866865e-01,8.101046211779844297e-01,1.500000000000000291e-02
5.973775662205866865e-01,8.101046211779844297e-01,2.000000000000000389e-02
5.973775662205866865e-01,8.101046211779844297e-01,2.500000000000000139e-02
5.973775662205866865e-01,8.101046211779844297e-01,3.000000000000000583e-02
5.973775662205866865e-01,8.101046211779844297e-01,3.500000000000000333e-02
5.973775662205866865e-01,8.101046211779844297e-01,4.000000000000000777e-02
5.973775662205866865e-01,8.101046211779844297e-01,4.500000000000000527e-02
5.973775662205866865e-01,8.101046211779844297e-01,5.000000000000000278e-02
5.973775662205866865e-01,8.101046211779844297e-01,5.500000000000000722e-02
